source_file,task,outer_fold,split_strategy,screening_mode,row_policy,use_BDE,descriptor_mode,use_V7_formula_features,selected_view,selected_requested_k,selected_effective_k,n_features_after_variance,selected_model,inner_primary,inner_secondary,n_train,n_test,n_train_groups,n_test_groups,group_overlap,outer_R2,outer_RMSE,outer_MAE,n_test_neat,n_test_modified,outer_modified_R2,outer_modified_RMSE,outer_modified_MAE,conformal_alpha,conformal_q,conformal_n_calibration,outer_PICP,outer_MPIW,outer_modified_PICP,outer_modified_MPIW,selected_threshold,outer_Accuracy,outer_Balanced_Accuracy,outer_Macro_F1,outer_Weighted_F1,outer_Brier,outer_ECE,outer_TN,outer_FP,outer_FN,outer_TP,outer_ROC_AUC,outer_PR_AUC,outer_modified_Accuracy,outer_modified_Balanced_Accuracy,outer_modified_Macro_F1,outer_modified_Weighted_F1,outer_modified_Brier,outer_modified_ECE,outer_modified_TN,outer_modified_FP,outer_modified_FN,outer_modified_TP,outer_modified_ROC_AUC,outer_modified_PR_AUC
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\molecular_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,4,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,189,189,LGBM,0.5025964986120164,-3.503771147579154,479,120,114,29,0,0.4697168398832039,3.53270880773668,2.5267433990191903,28,92,-0.1064739840116193,3.96608164048619,2.9510612032728907,0.05,8.21946869394602,96.0,0.9416666666666668,16.438937387892047,0.9239130434782608,16.438937387892047,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,4,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,295,ExtraTrees,0.6581180652259203,-2.904821093129269,479,120,114,29,0,0.780348986325727,2.2736338643793634,1.6751974355337813,28,92,0.5701242861242435,2.472079887592026,1.8111837359098264,0.05,6.429570370370385,96.0,0.9833333333333332,12.85914074074077,0.9782608695652174,12.859140740740768,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\molecular_only\LOI\molecule\formulation\molecular_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,4,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,189,189,LGBM,0.5025964986120164,-3.503771147579154,479,120,114,29,0,0.4697168398832039,3.53270880773668,2.5267433990191903,28,92,-0.1064739840116193,3.96608164048619,2.9510612032728907,0.05,8.21946869394602,96.0,0.9416666666666668,16.438937387892047,0.9239130434782608,16.438937387892047,,,,,,,,,,,,,,,,,,,,,,,,,
results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,5,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,301,GBDT,0.6694687122320414,-2.669147627991152,480,119,115,28,0,0.6970358798658709,3.311751248326965,2.61624230005239,25,94,0.4591338571642406,3.5673118053547124,2.850835725957119,0.05,8.494925298097044,96.0,0.9663865546218487,16.989850596194092,0.9574468085106383,16.989850596194096,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,5,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,301,GBDT,0.6694687122320414,-2.669147627991152,480,119,115,28,0,0.6970358798658709,3.311751248326965,2.61624230005239,25,94,0.4591338571642406,3.5673118053547124,2.850835725957119,0.05,8.494925298097044,96.0,0.9663865546218487,16.989850596194092,0.9574468085106383,16.989850596194096,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_core_fixed_baseline_inclusive_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,5,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,301,GBDT,0.6694687122320414,-2.669147627991152,480,119,115,28,0,0.6970358798658709,3.311751248326965,2.61624230005239,25,94,0.4591338571642406,3.5673118053547124,2.850835725957119,0.05,8.494925298097044,96.0,0.9663865546218487,16.989850596194092,0.9574468085106383,16.989850596194096,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,5,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,301,GBDT,0.6694687122320414,-2.669147627991152,480,119,115,28,0,0.6970358798658709,3.311751248326965,2.61624230005239,25,94,0.4591338571642406,3.5673118053547124,2.850835725957119,0.05,8.494925298097044,96.0,0.9663865546218487,16.989850596194092,0.9574468085106383,16.989850596194096,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\all\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,5,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,301,GBDT,0.6694687122320414,-2.669147627991152,480,119,115,28,0,0.6970358798658709,3.311751248326965,2.61624230005239,25,94,0.4591338571642406,3.5673118053547124,2.850835725957119,0.05,8.494925298097044,96.0,0.9663865546218487,16.989850596194092,0.9574468085106383,16.989850596194096,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\conditions_only\LOI\molecule\formulation\conditions_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,5,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,109,109,RF,0.6868630475799209,-2.597966025143672,480,119,115,28,0,0.6591828330126155,3.51255263331958,2.7740010167461286,25,94,0.3817693465151522,3.8139187803652073,3.0964508832634468,0.05,8.087768594104297,96.0,0.957983193277311,16.175537188208594,0.946808510638298,16.175537188208594,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\conditions_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,5,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,111,111,RF,0.6756373671335758,-2.644123375046742,480,119,115,28,0,0.6593880176171423,3.5114951304987825,2.769758315508417,25,94,0.3822041489345219,3.812577377461987,3.0908439829153966,0.05,7.947371768707491,96.0,0.957983193277311,15.89474353741498,0.946808510638298,15.89474353741498,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\molecular_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,5,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,197,197,SVR,0.4107878944735369,-3.563708209534873,480,119,115,28,0,0.588133814929627,3.8613589747313175,2.6833999475728776,25,94,0.2327424418289412,4.248804619077386,3.088804395002953,0.05,9.816906717840087,96.0,0.9495798319327732,19.63381343568017,0.9361702127659576,19.63381343568017,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\LOI\molecule\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,5,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,303,RF,0.6683486899310137,-2.673666075620056,480,119,115,28,0,0.6711918511170911,3.450113604226941,2.65809186124677,25,94,0.3940689518069769,3.775789515159178,2.998318849998947,0.05,8.486687786023474,96.0,0.9663865546218487,16.97337557204695,0.9574468085106383,16.97337557204695,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\molecular_only\LOI\molecule\formulation\molecular_only\without_BDE\LOI_outer_fold_metrics.csv,LOI,5,molecule,formulation,baseline_inclusive,0,basic,1,compact,260.0,197,197,SVR,0.4107878944735369,-3.563708209534873,480,119,115,28,0,0.588133814929627,3.8613589747313175,2.6833999475728776,25,94,0.2327424418289412,4.248804619077386,3.088804395002953,0.05,9.816906717840087,96.0,0.9495798319327732,19.63381343568017,0.9361702127659576,19.63381343568017,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\reference\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,1,reference,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,295,XGB,0.7158114835407472,-2.67459757845686,479,120,104,26,0,0.7112108022761632,2.504207784186628,1.9447246837615964,26,94,0.4243412604843078,2.569583016816217,2.004591730807689,0.05,5.552174377441403,95.0,0.95,11.104348754882809,0.946808510638298,11.104348754882809,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\reference\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,2,reference,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,293,XGB,0.6784828129694886,-2.787645867893358,479,120,104,26,0,0.8437599282394271,2.0040128762229057,1.61836789449056,26,94,0.6999926486933313,2.1107840510262346,1.6896693412293775,0.05,6.870405197143555,95.0,1.0,13.74081039428711,1.0,13.74081039428711,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\reference\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,3,reference,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,277,GBDT,0.7220137529522325,-2.575634018035714,479,120,104,26,0,0.7042649603065825,2.8117425382298245,2.1591446784460664,27,93,0.4852193300369015,3.0307162921295774,2.336388200027132,0.05,5.542951612141081,95.0,0.9083333333333332,11.085903224282164,0.8817204301075269,11.085903224282166,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\reference\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,4,reference,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,292,XGB,0.6217842682907826,-3.1275989152163217,479,120,104,26,0,0.6723306474634974,2.4755159878945907,1.8933844979604084,26,94,0.1184882936524008,2.674535151560044,2.064093821099464,0.05,6.081746673583986,95.0,0.9666666666666668,12.163493347167968,0.9574468085106383,12.163493347167975,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\reference\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,5,reference,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,301,GBDT,0.7052788599455986,-2.621629766757179,480,119,104,26,0,0.6149175755026516,3.351610500693079,2.645342380980596,26,93,0.3692749520311315,3.594209628238044,2.862818421167739,0.05,4.272984501230219,97.0,0.7478991596638656,8.545969002460438,0.6989247311827957,8.545969002460438,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\scaffold\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,1,scaffold,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,271,XGB,0.7349856638811655,-2.602434856983739,479,120,99,18,0,0.6868349838859172,2.512066562510543,1.9292363866170248,25,95,0.2686405737898092,2.5751363234080014,1.9390481366609271,0.05,7.686986923217773,96.0,0.9916666666666668,15.373973846435549,0.9894736842105264,15.373973846435549,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\scaffold\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,2,scaffold,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,301,GBDT,0.6742868318263024,-2.829731785113774,479,120,93,24,0,0.6565873787903627,2.8322157959932936,2.1735589477659483,28,92,0.364956922074923,3.0413870062983146,2.3299905094627404,0.05,7.792136419560826,96.0,1.0,15.584272839121647,1.0,15.584272839121653,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\scaffold\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,3,scaffold,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,295,GBDT,0.6693516524933842,-2.741893595174381,479,120,92,25,0,0.7244878014762307,2.9420754369191693,2.3022964627236693,24,96,0.5396184243358043,3.2047466514602894,2.547278289446396,0.05,6.673194859530035,96.0,0.9666666666666668,13.346389719060074,0.9583333333333334,13.34638971906007,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\scaffold\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,4,scaffold,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,299,XGB,0.686153289954801,-2.773095457928716,479,120,92,25,0,0.7646618600740436,2.393738586943978,1.9166541067759195,28,92,0.5860343839179187,2.543456796870368,2.0856221157571544,0.05,6.09444885253906,96.0,0.9833333333333332,12.18889770507812,0.9782608695652174,12.188897705078116,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\LOI\scaffold\formulation\without_BDE\LOI_outer_fold_metrics.csv,LOI,5,scaffold,formulation,baseline_inclusive,0,basic,1,compact,260.0,260,301,ExtraTrees,0.6548622032419471,-2.935431759721178,480,119,92,25,0,0.7060246938399819,2.5466042564047693,1.901724899421027,26,93,0.2827339931927245,2.7078366383980934,2.04839229390681,0.05,6.373163001268864,96.0,0.9747899159663864,12.746326002537725,0.967741935483871,12.746326002537725,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\LOI\molecule\formulation\with_BDE\LOI_outer_fold_metrics.csv,LOI,1,molecule,formulation,baseline_inclusive,1,basic,1,compact,260.0,260,303,ExtraTrees,0.7158350160292775,-2.616429181057857,479,120,115,28,0,0.6524707546147327,2.91203252865008,2.2320498985409385,27,93,0.3747299873848605,3.13510888306889,2.476796893667862,0.05,5.889985185185235,96.0,0.9083333333333332,11.779970370370473,0.8817204301075269,11.779970370370464,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\LOI\molecule\formulation\with_BDE\LOI_outer_fold_metrics.csv,LOI,2,molecule,formulation,baseline_inclusive,1,basic,1,compact,260.0,260,308,GBDT,0.7311095375599994,-2.658130205060285,479,120,114,29,0,0.7229528056777996,2.1904780342272367,1.6100078938027709,25,95,0.3958361062812492,2.2147886261961887,1.6123113771093065,0.05,5.80570749813166,96.0,0.9666666666666668,11.611414996263315,0.9578947368421052,11.611414996263326,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\LOI\molecule\formulation\with_BDE\LOI_outer_fold_metrics.csv,LOI,3,molecule,formulation,baseline_inclusive,1,basic,1,compact,260.0,260,317,GBDT,0.7136333111991315,-2.7131480951664835,479,120,114,29,0,0.717441390330966,2.334521421421331,1.8567337147228629,26,94,0.3981395023814503,2.3802486036601445,1.8966726721853115,0.05,5.541374941404413,96.0,0.9666666666666668,11.082749882808828,0.9680851063829788,11.082749882808828,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\LOI\molecule\formulation\with_BDE\LOI_outer_fold_metrics.csv,LOI,4,molecule,formulation,baseline_inclusive,1,basic,1,compact,260.0,260,313,ExtraTrees,0.6582907072995873,-2.904087568463676,479,120,114,29,0,0.7818858567561481,2.2656657372699884,1.6941181683694977,28,92,0.5717519475939858,2.467395364743377,1.844960829307572,0.05,6.952799999999996,96.0,0.9833333333333332,13.905599999999993,0.9782608695652174,13.905599999999994,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\LOI\molecule\formulation\with_BDE\LOI_outer_fold_metrics.csv,LOI,5,molecule,formulation,baseline_inclusive,1,basic,1,compact,260.0,260,323,GBDT,0.6716978083880933,-2.660132063933594,480,119,115,28,0,0.6929340258697686,3.334094899047132,2.6343200589308062,25,94,0.4512835440982485,3.593107123602982,2.871633783507419,0.05,8.402679575693732,96.0,0.957983193277311,16.805359151387457,0.946808510638298,16.805359151387457,,,,,,,,,,,,,,,,,,,,,,,,,
results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,1,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,254,254,GBDT,0.5968077214063532,-223.5461959657677,324,82,101,26,0,0.6430469331952922,201.3305452155758,153.2922174844839,24,58,0.7270914930689658,162.57265387976537,127.40294392422464,0.05,860.4331888185768,65.0,1.0,1720.8663776371534,1.0,1720.8663776371538,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,1,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,254,254,GBDT,0.5968077214063532,-223.5461959657677,324,82,101,26,0,0.6430469331952922,201.3305452155758,153.2922174844839,24,58,0.7270914930689658,162.57265387976537,127.40294392422464,0.05,860.4331888185768,65.0,1.0,1720.8663776371534,1.0,1720.8663776371538,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_core_fixed_baseline_inclusive_5x5\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,1,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,254,254,GBDT,0.5968077214063532,-223.5461959657677,324,82,101,26,0,0.6430469331952922,201.3305452155758,153.2922174844839,24,58,0.7270914930689658,162.57265387976537,127.40294392422464,0.05,860.4331888185768,65.0,1.0,1720.8663776371534,1.0,1720.8663776371538,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,1,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,254,254,GBDT,0.5968077214063532,-223.5461959657677,324,82,101,26,0,0.6430469331952922,201.3305452155758,153.2922174844839,24,58,0.7270914930689658,162.57265387976537,127.40294392422464,0.05,860.4331888185768,65.0,1.0,1720.8663776371534,1.0,1720.8663776371538,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\all\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,1,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,254,254,GBDT,0.5968077214063532,-223.5461959657677,324,82,101,26,0,0.6430469331952922,201.3305452155758,153.2922174844839,24,58,0.7270914930689658,162.57265387976537,127.40294392422464,0.05,860.4331888185768,65.0,1.0,1720.8663776371534,1.0,1720.8663776371538,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\conditions_only\PHRR\molecule\formulation\conditions_only\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,1,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,77,77,GBDT,0.5938490133077772,-224.3649107827647,324,82,101,26,0,0.6179668971608634,208.2833761537933,159.46217526277294,24,58,0.7033022767484072,169.51028945269425,133.8463837927907,0.05,887.6588416571403,65.0,1.0,1775.3176833142809,1.0,1775.3176833142809,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\molecular_only\PHRR\molecule\formulation\molecular_only\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,1,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,180,180,GBDT,0.3561919277289851,-282.48109600629954,324,82,101,26,0,0.0552314753096683,327.5418660386091,258.5522415912991,24,58,-0.2389262106647502,346.3870754773652,273.2595899025585,0.05,1227.3044145186475,65.0,1.0,2454.608829037295,1.0,2454.6088290372954,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\PHRR\molecule\formulation\conditions_only\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,1,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,79,79,GBDT,0.5915492311769246,-224.99923404734244,324,82,101,26,0,0.6212600765885354,207.38371706665708,158.21548682817874,24,58,0.7073678318328738,168.34491052928325,132.25591201324258,0.05,876.634104139057,65.0,1.0,1753.268208278114,1.0,1753.2682082781137,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\PHRR\molecule\formulation\molecular_only\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,1,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,180,180,GBDT,0.3561919277289851,-282.48109600629954,324,82,101,26,0,0.0552314753096683,327.5418660386091,258.5522415912991,24,58,-0.2389262106647502,346.3870754773652,273.2595899025585,0.05,1227.3044145186475,65.0,1.0,2454.608829037295,1.0,2454.6088290372954,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,1,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,255,255,GBDT,0.5963390664294065,-223.67607892306796,324,82,101,26,0,0.6380254500387859,202.74172123692463,153.57558522740976,24,58,0.7183227041864491,165.16380518886916,127.90405066372544,0.05,855.5106389720486,65.0,1.0,1711.021277944097,1.0,1711.021277944097,,,,,,,,,,,,,,,,,,,,,,,,,
results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,2,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,241,241,SoftVote,0.611290283680551,-224.01398306777375,325,81,102,25,0,0.6235968101164486,197.00719652058032,145.23790006489995,22,59,0.6981695075745329,159.52541220387047,124.31697970406792,0.05,550.8024331434972,65.0,0.9753086419753086,1101.6048662869944,0.9830508474576272,1101.6048662869944,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,2,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,241,241,SoftVote,0.611290283680551,-224.01398306777375,325,81,102,25,0,0.6235968101164486,197.00719652058032,145.23790006489995,22,59,0.6981695075745329,159.52541220387047,124.31697970406792,0.05,550.8024331434972,65.0,0.9753086419753086,1101.6048662869944,0.9830508474576272,1101.6048662869944,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_core_fixed_baseline_inclusive_5x5\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,2,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,241,241,SoftVote,0.611290283680551,-224.01398306777375,325,81,102,25,0,0.6235968101164486,197.00719652058032,145.23790006489995,22,59,0.6981695075745329,159.52541220387047,124.31697970406792,0.05,550.8024331434972,65.0,0.9753086419753086,1101.6048662869944,0.9830508474576272,1101.6048662869944,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_grouping_sensitivity_5x5\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,2,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,241,241,SoftVote,0.611290283680551,-224.01398306777375,325,81,102,25,0,0.6235968101164486,197.00719652058032,145.23790006489995,22,59,0.6981695075745329,159.52541220387047,124.31697970406792,0.05,550.8024331434972,65.0,0.9753086419753086,1101.6048662869944,0.9830508474576272,1101.6048662869944,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\all\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,2,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,241,241,SoftVote,0.611290283680551,-224.01398306777375,325,81,102,25,0,0.6235968101164486,197.00719652058032,145.23790006489995,22,59,0.6981695075745329,159.52541220387047,124.31697970406792,0.05,550.8024331434972,65.0,0.9753086419753086,1101.6048662869944,0.9830508474576272,1101.6048662869944,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\conditions_only\PHRR\molecule\formulation\conditions_only\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,2,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,73,73,SoftVote,0.6039293705775848,-226.12508809508296,325,81,102,25,0,0.5736546240828755,209.6699645597761,160.38757595034735,22,59,0.5999236455732464,183.66219121859908,145.596441543699,0.05,497.4990249982332,65.0,0.9629629629629628,994.9980499964664,1.0,994.9980499964664,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\molecular_only\PHRR\molecule\formulation\molecular_only\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,2,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,170,170,GBDT,0.3076056276471621,-298.9779739106793,325,81,102,25,0,0.239695436798817,279.9943332202913,221.6777078570535,22,59,-0.0232425614907909,293.72277150234163,237.82065848824564,0.05,854.3923949511486,65.0,1.0,1708.7847899022972,1.0,1708.7847899022972,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\PHRR\molecule\formulation\conditions_only\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,2,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,75,75,SoftVote,0.6060438014436462,-225.52069375175105,325,81,102,25,0,0.5805271171615018,207.9732069226814,159.45728784555158,22,59,0.613427369962994,180.53602264744245,144.12164816978876,0.05,510.1832077960089,65.0,0.9506172839506172,1020.3664155920176,0.9830508474576272,1020.366415592018,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\PHRR\molecule\formulation\molecular_only\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,2,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,170,170,GBDT,0.3076056276471621,-298.9779739106793,325,81,102,25,0,0.239695436798817,279.9943332202913,221.6777078570535,22,59,-0.0232425614907909,293.72277150234163,237.82065848824564,0.05,854.3923949511486,65.0,1.0,1708.7847899022972,1.0,1708.7847899022972,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_information_source_ablation_5x5\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,2,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,242,242,SoftVote,0.6136821805251886,-223.32369267581169,325,81,102,25,0,0.6196364877319991,198.04088925866157,147.27448074129128,22,59,0.6879698037615471,162.1984245213351,127.98189675578902,0.05,549.0922818518793,65.0,0.9753086419753086,1098.1845637037586,0.9830508474576272,1098.1845637037588,,,,,,,,,,,,,,,,,,,,,,,,,
results\05_Shap\FINAL_core_fixed_baseline_inclusive_5x5\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,3,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,247,247,GBDT,0.6617974385126837,-193.0660351338377,325,81,102,25,0,0.5352254971909841,288.3391130587036,203.54951293900064,24,57,0.5395414848549746,264.3529429678288,193.42233459061345,0.05,312.0188789460408,65.0,0.8148148148148148,624.0377578920816,0.8070175438596491,624.0377578920816,,,,,,,,,,,,,,,,,,,,,,,,,
results\scientific_validation\FINAL_BDE_paired_ablation_5x5\PHRR\molecule\formulation\without_BDE\PHRR_outer_fold_metrics.csv,PHRR,3,molecule,formulation,baseline_inclusive,0,basic,0,compact,330.0,247,247,GBDT,0.6617974385126837,-193.0660351338377,325,81,102,25,0,0.5352254971909841,288.3391130587036,203.54951293900064,24,57,0.5395414848549746,264.3529429678288,193.42233459061345,0.05,312.0188789460408,65.0,0.8148148148148148,624.0377578920816,0.8070175438596491,624.0377578920816,,,,,,,,,,,,,,,,,,,,,,,,,
