Candidate_ID,Preparation_Method,condition_source,loading_source,loadings_wt_percent,cone_fluxes_kW_m2,Curing_Agent,SMILES_Curing_Agent,Cure_Temp_Max,LOI_Thickness_mm,UL94_Thickness_mm,Cone_Thickness_mm
PUBCHEM_67680094,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_67680096,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_102234466,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_57831606,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_23578054,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_102416127,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_68009578,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_57954013,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_141501646,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_14686909,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_14686915,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_89591181,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_14686904,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_100988953,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_102319971,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_166696251,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_57763048,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_163749195,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_58818767,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_22966633,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_134285498,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_68009580,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_163498952,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_58818771,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_57582522,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_14686912,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_14686920,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_155282658,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_155790270,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_163197083,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_101797930,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_102261920,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_122234885,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_14686918,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_123394252,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_101482827,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_101559517,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_87066003,DOPO-based (additive),same_preparation_method_training,Q25_Q50_Q75_training,3.42;7.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.2,3.0
PUBCHEM_144333584,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
PUBCHEM_122629504,DOPO-based (reactive),same_preparation_method_training,Q25_Q50_Q75_training,4.0;6.0;10.0,50.0,DDM,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,160.0,3.2,3.0,3.0
