cid,Name,Synonyms,Molecular_Formula,InChI,SMILES,InChIKey,IUPAC_Name,MeSH_Headings,Annotation_Content,Linked_BioAssays,Data_Source,Data_Source_Category,Tagged_by_PubChem,Molecular_Weight,Polar_Area,Complexity,XLogP,Heavy_Atom_Count,H-Bond_Donor_Count,H-Bond_Acceptor_Count,Rotatable_Bond_Count,Exact_Mass,Monoisotopic_Mass,Charge,Covalent_Unit_Count,Isotopic_Atom_Count,Total_Atom_Stereo_Count,Defined_Atom_Stereo_Count,Undefined_Atom_Stereo_Count,Total_Bond_Stereo_Count,Defined_Bond_Stereo_Count,Undefined_Bond_Stereo_Count,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Linked_PubChem_Patent_Family_Count,Annotation_Type_Count,Create_Date,Query_ID,Source_Type,Source_Database,Source_File,SMILES_raw,Canonical_SMILES,Computed_InChIKey,Computed_Formula,Computed_MW,Murcko_Scaffold_SMILES,Computed_DOPO_Count,Computed_Formal_Charge,Computed_Fragment_Count,Computed_Isotopic_Atom_Count,smiles_valid,contains_DOPO,single_component,neutral,non_isotopic,P_molecular_wt_pct,N_molecular_wt_pct,S_molecular_wt_pct,B_molecular_wt_pct,Si_molecular_wt_pct,Candidate_ID,Candidate_Name,Synthesis_Level,synthesis_feasible,PubChem_Canonical_Duplicate,is_unique_pubchem,Standardization_Eligible,Exclusion_Reason,Model_Identity_SMILES,Training_Duplicate,Designed_Duplicate,Training_ModelIdentity_Duplicate,Designed_ModelIdentity_Duplicate,PubChem_ModelIdentity_Duplicate,Matched_Training_Candidate_ID,Matched_Designed_Candidate_ID,Existing_Structure_Duplicate,Public_Record,Public_Source_Eligible,candidate_feasible,Public_Exclusion_Reason
57763046,"2-[[4-[4-[[(2-Hydroxyphenyl)-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]amino]phenyl]sulfonylanilino]-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]phenol",SCHEMBL13784655,C50H38N2O8P2S,"InChI=1S/C50H38N2O8P2S/c53-43-19-7-1-17-41(43)49(61(55)47-23-11-5-15-39(47)37-13-3-9-21-45(37)59-61)51-33-25-29-35(30-26-33)63(57,58)36-31-27-34(28-32-36)52-50(42-18-2-8-20-44(42)54)62(56)48-24-12-6-16-40(48)38-14-4-10-22-46(38)60-62/h1-32,49-54H",C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)C(C4=CC=CC=C4O)NC5=CC=C(C=C5)S(=O)(=O)C6=CC=C(C=C6)NC(C7=CC=CC=C7O)P8(=O)C9=CC=CC=C9C1=CC=CC=C1O8,LFILCVSDYONCNB-UHFFFAOYSA-N,"2-[[4-[4-[[(2-hydroxyphenyl)-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]amino]phenyl]sulfonylanilino]-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]phenol",,Patents,,IBM|PATENTSCOPE (WIPO)|SCRIPDB|SureChEMBL,Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,,888.9,160.0,1630,9.8,63,4,10,10,888.182434,888.182434,0,1,0,4,0,4,0,0,0,0,2,1,1,20120819,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)C(C4=CC=CC=C4O)NC5=CC=C(C=C5)S(=O)(=O)C6=CC=C(C=C6)NC(C7=CC=CC=C7O)P8(=O)C9=CC=CC=C9C1=CC=CC=C1O8,O=P1(C(Nc2ccc(S(=O)(=O)c3ccc(NC(c4ccccc4O)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccccc2O)Oc2ccccc2-c2ccccc21,LFILCVSDYONCNB-UHFFFAOYSA-N,C50H38N2O8P2S,888.8750000000001,O=P1(C(Nc2ccc(S(=O)(=O)c3ccc(NC(c4ccccc4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccccc2)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,6.9692588946702285,3.151624244128814,3.607593868654197,0.0,0.0,PUBCHEM_57763046,"2-[[4-[4-[[(2-Hydroxyphenyl)-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]amino]phenyl]sulfonylanilino]-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)methyl]phenol",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(C(Nc2ccc(S(=O)(=O)c3ccc(NC(c4ccccc4O)P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)c2ccccc2O)Oc2ccccc2-c2ccccc21,True,False,True,False,False,TRAIN_076,,True,True,False,False,duplicate_training_structure;duplicate_training_model_identity
57954014,"4-[4-(6-Oxobenzo[c][2,1]benzoxaphosphinin-6-yl)-2,4-dihydro-1,3-benzoxazin-3-yl]phenol",SCHEMBL13617015,C26H20NO4P,"InChI=1S/C26H20NO4P/c28-19-15-13-18(14-16-19)27-17-30-23-10-4-2-9-22(23)26(27)32(29)25-12-6-3-8-21(25)20-7-1-5-11-24(20)31-32/h1-16,26,28H,17H2",C1N(C(C2=CC=CC=C2O1)P3(=O)C4=CC=CC=C4C5=CC=CC=C5O3)C6=CC=C(C=C6)O,MYKBJVLLFAVNGU-UHFFFAOYSA-N,"4-[4-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)-2,4-dihydro-1,3-benzoxazin-3-yl]phenol",,Patents,,Google Patents|IBM|Japan Chemical Substance Dictionary (Nikkaji)|PATENTSCOPE (WIPO)|SCRIPDB|SureChEMBL,Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,,441.4,59.0,710,5.4,32,1,5,2,441.113007,441.113007,0,1,0,2,0,2,0,0,0,0,3,1,1,20120819,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1N(C(C2=CC=CC=C2O1)P3(=O)C4=CC=CC=C4C5=CC=CC=C5O3)C6=CC=C(C=C6)O,O=P1(C2c3ccccc3OCN2c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,MYKBJVLLFAVNGU-UHFFFAOYSA-N,C26H20NO4P,441.4230000000002,O=P1(C2c3ccccc3OCN2c2ccccc2)Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,7.016852316259005,3.1731468455427096,0.0,0.0,0.0,PUBCHEM_57954014,"4-[4-(6-Oxobenzo[c][2,1]benzoxaphosphinin-6-yl)-2,4-dihydro-1,3-benzoxazin-3-yl]phenol",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(C2c3ccccc3OCN2c2ccc(O)cc2)Oc2ccccc2-c2ccccc21,True,False,True,False,False,TRAIN_011,,True,True,False,False,duplicate_training_structure;duplicate_training_model_identity
67534561,"4-[2-[2,5-Dimethoxy-4-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)phenyl]ethenyl]benzonitrile",SCHEMBL2787420,C29H22NO4P,"InChI=1S/C29H22NO4P/c1-32-26-18-29(27(33-2)17-22(26)16-15-20-11-13-21(19-30)14-12-20)35(31)28-10-6-4-8-24(28)23-7-3-5-9-25(23)34-35/h3-18H,1-2H3",COC1=CC(=C(C=C1C=CC2=CC=C(C=C2)C#N)OC)P3(=O)C4=CC=CC=C4C5=CC=CC=C5O3,RUYAWTKPVLMTGP-UHFFFAOYSA-N,"4-[2-[2,5-dimethoxy-4-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)phenyl]ethenyl]benzonitrile",,Patents,,Google Patents|IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,,479.5,68.6,843,6.0,35,0,5,5,479.128632,479.128632,0,1,0,1,0,1,1,0,1,0,4,1,1,20121130,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,COC1=CC(=C(C=C1C=CC2=CC=C(C=C2)C#N)OC)P3(=O)C4=CC=CC=C4C5=CC=CC=C5O3,COc1cc(P2(=O)Oc3ccccc3-c3ccccc32)c(OC)cc1C=Cc1ccc(C#N)cc1,RUYAWTKPVLMTGP-UHFFFAOYSA-N,C29H22NO4P,479.4720000000002,O=P1(c2ccc(C=Cc3ccccc3)cc2)Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,6.460022691627454,2.92133847231955,0.0,0.0,0.0,PUBCHEM_67534561,"4-[2-[2,5-Dimethoxy-4-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)phenyl]ethenyl]benzonitrile",PUBLIC_UNVERIFIED,False,False,True,True,,COc1cc(P2(=O)Oc3ccccc3-c3ccccc32)c(OC)cc1C=Cc1ccc(C#N)cc1,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
67535052,"6-[2,5-Dimethoxy-4-(2-naphthalen-1-ylethenyl)phenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",SCHEMBL2788704,C32H25O4P,"InChI=1S/C32H25O4P/c1-34-29-21-32(37(33)31-17-8-6-15-27(31)26-14-5-7-16-28(26)36-37)30(35-2)20-24(29)19-18-23-12-9-11-22-10-3-4-13-25(22)23/h3-21H,1-2H3",COC1=CC(=C(C=C1C=CC2=CC=CC3=CC=CC=C32)OC)P4(=O)C5=CC=CC=C5C6=CC=CC=C6O4,ATUBDYIGMRRSLE-UHFFFAOYSA-N,"6-[2,5-dimethoxy-4-(2-naphthalen-1-ylethenyl)phenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,Patents,,IBM|SureChEMBL,Curation Efforts|Research and Development,,504.5,44.8,843,7.5,37,0,4,5,504.149048,504.149048,0,1,0,1,0,1,1,0,1,0,4,1,1,20121130,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,COC1=CC(=C(C=C1C=CC2=CC=CC3=CC=CC=C32)OC)P4(=O)C5=CC=CC=C5C6=CC=CC=C6O4,COc1cc(P2(=O)Oc3ccccc3-c3ccccc32)c(OC)cc1C=Cc1cccc2ccccc12,ATUBDYIGMRRSLE-UHFFFAOYSA-N,C32H25O4P,504.5220000000003,O=P1(c2ccc(C=Cc3cccc4ccccc34)cc2)Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,6.139276384379667,0.0,0.0,0.0,0.0,PUBCHEM_67535052,"6-[2,5-Dimethoxy-4-(2-naphthalen-1-ylethenyl)phenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",PUBLIC_UNVERIFIED,False,False,True,True,,COc1cc(P2(=O)Oc3ccccc3-c3ccccc32)c(OC)cc1C=Cc1cccc2ccccc12,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
70906980,"2-[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]benzene-1,4-diol",SCHEMBL13452316,C18H13O4P,"InChI=1S/C18H13O4P/c19-12-9-10-15(20)18(11-12)23(21)17-8-4-2-6-14(17)13-5-1-3-7-16(13)22-23/h1-11,19-20H/t23-/m0/s1",C1=CC=C2C(=C1)C3=CC=CC=C3[P@](=O)(O2)C4=C(C=CC(=C4)O)O,KMRIWYPVRWEWRG-QHCPKHFHSA-N,"2-[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]benzene-1,4-diol",,Patents,,SureChEMBL|ZINC,Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development,,324.3,66.8,482,3.4,23,2,4,1,324.055145,324.055145,0,1,0,1,1,0,0,0,0,0,1,1,1,20130321,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3[P@](=O)(O2)C4=C(C=CC(=C4)O)O,O=[P@]1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,KMRIWYPVRWEWRG-QHCPKHFHSA-N,C18H13O4P,324.272,O=[P@]1(c2ccccc2)Oc2ccccc2-c2ccccc21,1,0,1,0,True,True,True,True,True,9.551857699708886,0.0,0.0,0.0,0.0,PUBCHEM_70906980,"2-[(6S)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]benzene-1,4-diol",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
71217038,"6-[2-[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]ethyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",SCHEMBL14616316,C26H20O4P2,"InChI=1S/C26H20O4P2/c27-31(25-15-7-3-11-21(25)19-9-1-5-13-23(19)29-31)17-18-32(28)26-16-8-4-12-22(26)20-10-2-6-14-24(20)30-32/h1-16H,17-18H2/t31-,32?/m1/s1",C1=CC=C2C(=C1)C3=CC=CC=C3[P@](=O)(O2)CCP4(=O)C5=CC=CC=C5C6=CC=CC=C6O4,CJBHHDMIIHPTRN-XGDNGBMYSA-N,"6-[2-[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]ethyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,Patents,,IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,,458.4,52.6,720,4.8,32,0,4,3,458.083679,458.083679,0,1,0,2,1,1,0,0,0,0,6,1,1,20130321,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3[P@](=O)(O2)CCP4(=O)C5=CC=CC=C5C6=CC=CC=C6O4,O=P1(CC[P@@]2(=O)Oc3ccccc3-c3ccccc32)Oc2ccccc2-c2ccccc21,CJBHHDMIIHPTRN-XGDNGBMYSA-N,C26H20O4P2,458.3900000000001,O=P1(CC[P@@]2(=O)Oc3ccccc3-c3ccccc32)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,13.51425641920635,0.0,0.0,0.0,0.0,PUBCHEM_71217038,"6-[2-[(6R)-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl]ethyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(CCP2(=O)Oc3ccccc3-c3ccccc32)Oc2ccccc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
72315471,"2-Chloro-6-[4-(2-chloro-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)buta-1,3-dienyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,C28H18Cl2O4P2,"InChI=1S/C28H18Cl2O4P2/c29-19-11-13-25-23(17-19)21-7-1-3-9-27(21)35(31,33-25)15-5-6-16-36(32)28-10-4-2-8-22(28)24-18-20(30)12-14-26(24)34-36/h1-18H",C1=CC=C2C(=C1)C3=C(C=CC(=C3)Cl)OP2(=O)C=CC=CP4(=O)C5=CC=CC=C5C6=C(O4)C=CC(=C6)Cl,PCQNWCRACLXCAI-UHFFFAOYSA-N,"2-chloro-6-[4-(2-chloro-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)buta-1,3-dienyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,Patents,,IBM,Research and Development,,551.3,52.6,893,6.7,36,0,4,3,550.005737,550.005737,0,1,0,2,0,2,2,0,2,0,2,1,1,20131230,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=C(C=CC(=C3)Cl)OP2(=O)C=CC=CP4(=O)C5=CC=CC=C5C6=C(O4)C=CC(=C6)Cl,O=P1(C=CC=CP2(=O)Oc3ccc(Cl)cc3-c3ccccc32)Oc2ccc(Cl)cc2-c2ccccc21,PCQNWCRACLXCAI-UHFFFAOYSA-N,C28H18Cl2O4P2,551.3020000000001,O=P1(C=CC=CP2(=O)Oc3ccccc3-c3ccccc32)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,11.2366724590152,0.0,0.0,0.0,0.0,PUBCHEM_72315471,"2-Chloro-6-[4-(2-chloro-6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)buta-1,3-dienyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(C=CC=CP2(=O)Oc3ccc(Cl)cc3-c3ccccc32)Oc2ccc(Cl)cc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
72315476,"6-[2-[4-[4-[2-(6-Oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]phenyl]phenyl]ethenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,C40H28O4P2,InChI=1S/C40H28O4P2/c41-45(39-15-7-3-11-35(39)33-9-1-5-13-37(33)43-45)27-25-29-17-21-31(22-18-29)32-23-19-30(20-24-32)26-28-46(42)40-16-8-4-12-36(40)34-10-2-6-14-38(34)44-46/h1-28H,C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)C=CC4=CC=C(C=C4)C5=CC=C(C=C5)C=CP6(=O)C7=CC=CC=C7C8=CC=CC=C8O6,OSPASASHJHMAGE-UHFFFAOYSA-N,"6-[2-[4-[4-[2-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]phenyl]phenyl]ethenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,Patents,,IBM,Research and Development,,634.6,52.6,1100,8.7,46,0,4,5,634.146301,634.146301,0,1,0,2,0,2,2,0,2,0,2,1,1,20131230,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,C1=CC=C2C(=C1)C3=CC=CC=C3P(=O)(O2)C=CC4=CC=C(C=C4)C5=CC=C(C=C5)C=CP6(=O)C7=CC=CC=C7C8=CC=CC=C8O6,O=P1(C=Cc2ccc(-c3ccc(C=CP4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)Oc2ccccc2-c2ccccc21,OSPASASHJHMAGE-UHFFFAOYSA-N,C40H28O4P2,634.6080000000001,O=P1(C=Cc2ccc(-c3ccc(C=CP4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,9.761616620023698,0.0,0.0,0.0,0.0,PUBCHEM_72315476,"6-[2-[4-[4-[2-(6-Oxobenzo[c][2,1]benzoxaphosphinin-6-yl)ethenyl]phenyl]phenyl]ethenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",PUBLIC_UNVERIFIED,False,False,True,True,,O=P1(C=Cc2ccc(-c3ccc(C=CP4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)Oc2ccccc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
72315477,"6-[4-[2-[3-[2-[2,5-Dimethoxy-4-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)phenyl]ethenyl]phenyl]ethenyl]-2,5-dimethoxyphenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,C50H40O8P2,"InChI=1S/C50H40O8P2/c1-53-43-31-49(59(51)47-22-11-7-18-39(47)37-16-5-9-20-41(37)57-59)45(55-3)29-35(43)26-24-33-14-13-15-34(28-33)25-27-36-30-46(56-4)50(32-44(36)54-2)60(52)48-23-12-8-19-40(48)38-17-6-10-21-42(38)58-60/h5-32H,1-4H3",COC1=CC(=C(C=C1C=CC2=CC(=CC=C2)C=CC3=CC(=C(C=C3OC)P4(=O)C5=CC=CC=C5C6=CC=CC=C6O4)OC)OC)P7(=O)C8=CC=CC=C8C9=CC=CC=C9O7,AIZXQYUVCFVCMD-UHFFFAOYSA-N,"6-[4-[2-[3-[2-[2,5-dimethoxy-4-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)phenyl]ethenyl]phenyl]ethenyl]-2,5-dimethoxyphenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,Patents,,IBM,Research and Development,,830.8,89.5,1470,10.6,60,0,8,10,830.219849,830.219849,0,1,0,2,0,2,2,0,2,0,2,1,1,20131230,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,COC1=CC(=C(C=C1C=CC2=CC(=CC=C2)C=CC3=CC(=C(C=C3OC)P4(=O)C5=CC=CC=C5C6=CC=CC=C6O4)OC)OC)P7(=O)C8=CC=CC=C8C9=CC=CC=C9O7,COc1cc(P2(=O)Oc3ccccc3-c3ccccc32)c(OC)cc1C=Cc1cccc(C=Cc2cc(OC)c(P3(=O)Oc4ccccc4-c4ccccc43)cc2OC)c1,AIZXQYUVCFVCMD-UHFFFAOYSA-N,C50H40O8P2,830.8100000000003,O=P1(c2ccc(C=Cc3cccc(C=Cc4ccc(P5(=O)Oc6ccccc6-c6ccccc65)cc4)c3)cc2)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,7.456337790830632,0.0,0.0,0.0,0.0,PUBCHEM_72315477,"6-[4-[2-[3-[2-[2,5-Dimethoxy-4-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)phenyl]ethenyl]phenyl]ethenyl]-2,5-dimethoxyphenyl]benzo[c][2,1]benzoxaphosphinine 6-oxide",PUBLIC_UNVERIFIED,False,False,True,True,,COc1cc(P2(=O)Oc3ccccc3-c3ccccc32)c(OC)cc1C=Cc1cccc(C=Cc2cc(OC)c(P3(=O)Oc4ccccc4-c4ccccc43)cc2OC)c1,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
72315481,"2-Tert-butyl-8-methyl-6-[4-[2-[4-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)phenyl]ethenyl]phenyl]benzo[c][1,2]benzoxaphosphinine 6-oxide",,C43H36O4P2,"InChI=1S/C43H36O4P2/c1-29-13-25-37-38-28-32(43(2,3)4)20-26-40(38)47-49(45,42(37)27-29)34-23-18-31(19-24-34)15-14-30-16-21-33(22-17-30)48(44)41-12-8-6-10-36(41)35-9-5-7-11-39(35)46-48/h5-28H,1-4H3",CC1=CC2=C(C=C1)C3=C(C=CC(=C3)C(C)(C)C)OP2(=O)C4=CC=C(C=C4)C=CC5=CC=C(C=C5)P6(=O)C7=CC=CC=C7C8=CC=CC=C8O6,GWDFJCSUDMKGKH-UHFFFAOYSA-N,"2-tert-butyl-8-methyl-6-[4-[2-[4-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)phenyl]ethenyl]phenyl]benzo[c][1,2]benzoxaphosphinine 6-oxide",,Patents,,IBM,Research and Development,,678.7,52.6,1270,10.5,49,0,4,5,678.208862,678.208862,0,1,0,2,0,2,1,0,1,0,2,1,1,20131230,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,CC1=CC2=C(C=C1)C3=C(C=CC(=C3)C(C)(C)C)OP2(=O)C4=CC=C(C=C4)C=CC5=CC=C(C=C5)P6(=O)C7=CC=CC=C7C8=CC=CC=C8O6,Cc1ccc2c(c1)P(=O)(c1ccc(C=Cc3ccc(P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc1)Oc1ccc(C(C)(C)C)cc1-2,GWDFJCSUDMKGKH-UHFFFAOYSA-N,C43H36O4P2,678.7050000000002,O=P1(c2ccc(C=Cc3ccc(P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,9.127382294222082,0.0,0.0,0.0,0.0,PUBCHEM_72315481,"2-Tert-butyl-8-methyl-6-[4-[2-[4-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)phenyl]ethenyl]phenyl]benzo[c][1,2]benzoxaphosphinine 6-oxide",PUBLIC_UNVERIFIED,False,False,True,True,,Cc1ccc2c(c1)P(=O)(c1ccc(C=Cc3ccc(P4(=O)Oc5ccccc5-c5ccccc54)cc3)cc1)Oc1ccc(C(C)(C)C)cc1-2,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
72315482,"6-[1-[4-[4-[2-(6-Oxobenzo[c][2,1]benzoxaphosphinin-6-yl)prop-1-enyl]phenyl]phenyl]prop-1-en-2-yl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,C42H32O4P2,"InChI=1S/C42H32O4P2/c1-29(47(43)41-17-9-5-13-37(41)35-11-3-7-15-39(35)45-47)27-31-19-23-33(24-20-31)34-25-21-32(22-26-34)28-30(2)48(44)42-18-10-6-14-38(42)36-12-4-8-16-40(36)46-48/h3-28H,1-2H3",CC(=CC1=CC=C(C=C1)C2=CC=C(C=C2)C=C(C)P3(=O)C4=CC=CC=C4C5=CC=CC=C5O3)P6(=O)C7=CC=CC=C7C8=CC=CC=C8O6,ZCZLICFJUYHMFK-UHFFFAOYSA-N,"6-[1-[4-[4-[2-(6-oxobenzo[c][2,1]benzoxaphosphinin-6-yl)prop-1-enyl]phenyl]phenyl]prop-1-en-2-yl]benzo[c][2,1]benzoxaphosphinine 6-oxide",,Patents,,IBM,Research and Development,,662.6,52.6,1190,9.4,48,0,4,5,662.177612,662.177612,0,1,0,2,0,2,2,0,2,0,2,1,1,20131230,Q1,pubchem,PubChem,pubchem_Q1_substructure_raw.csv,CC(=CC1=CC=C(C=C1)C2=CC=C(C=C2)C=C(C)P3(=O)C4=CC=CC=C4C5=CC=CC=C5O3)P6(=O)C7=CC=CC=C7C8=CC=CC=C8O6,CC(=Cc1ccc(-c2ccc(C=C(C)P3(=O)Oc4ccccc4-c4ccccc43)cc2)cc1)P1(=O)Oc2ccccc2-c2ccccc21,ZCZLICFJUYHMFK-UHFFFAOYSA-N,C42H32O4P2,662.6620000000003,O=P1(C=Cc2ccc(-c3ccc(C=CP4(=O)Oc5ccccc5-c5ccccc54)cc3)cc2)Oc2ccccc2-c2ccccc21,2,0,1,0,True,True,True,True,True,9.348355571920523,0.0,0.0,0.0,0.0,PUBCHEM_72315482,"6-[1-[4-[4-[2-(6-Oxobenzo[c][2,1]benzoxaphosphinin-6-yl)prop-1-enyl]phenyl]phenyl]prop-1-en-2-yl]benzo[c][2,1]benzoxaphosphinine 6-oxide",PUBLIC_UNVERIFIED,False,False,True,True,,CC(=Cc1ccc(-c2ccc(C=C(C)P3(=O)Oc4ccccc4-c4ccccc43)cc2)cc1)P1(=O)Oc2ccccc2-c2ccccc21,False,False,False,False,True,,,True,True,False,False,duplicate_pubchem_model_identity
