feature,feature_group,mean_abs_shap_all_folds,mean_abs_shap_when_selected,mean_signed_shap_all_folds,mean_signed_shap_when_selected,selected_feature_frequency,top20_frequency,direction_consistency,positive_direction_fraction_when_selected,mean_rank_all_folds,folds_present,n_shap_folds
main_morgan_r2_18,molecular_fingerprint,0.35356103867470046,0.35356103867470046,-0.07567281222970797,-0.07567281222970797,1.0,0.0,0.6666666666666666,0.3333333333333333,105.8,5,5
main_morgan_r2_69,molecular_fingerprint,0.34740950414095134,0.34740950414095134,0.01772465093135489,0.01772465093135489,1.0,0.0,0.6666666666666666,0.6666666666666666,117.8,5,5
main_morgan_r2_105,molecular_fingerprint,0.33987331159098966,0.33987331159098966,-0.1449253716648006,-0.1449253716648006,1.0,0.0,1.0,0.0,148.8,5,5
main_morgan_r2_3,molecular_fingerprint,0.3350014808942064,0.3350014808942064,0.005471702577313392,0.005471702577313392,1.0,0.0,0.5,0.5,107.6,5,5
main_morgan_r2_74,molecular_fingerprint,0.3267983520022265,0.3267983520022265,-0.0655794071355852,-0.0655794071355852,1.0,0.0,0.6666666666666666,0.3333333333333333,114.4,5,5
main_morgan_r2_80,molecular_fingerprint,0.31760135777411047,0.31760135777411047,0.08874324398151498,0.08874324398151498,1.0,0.0,1.0,1.0,142.6,5,5
main_morgan_r2_68,molecular_fingerprint,0.3088031818147886,0.3088031818147886,-0.23278988246336857,-0.23278988246336857,1.0,0.0,1.0,0.0,144.0,5,5
main_RingCount,molecular_descriptor,0.28715221762316756,0.28715221762316756,0.023189765612458956,0.023189765612458956,1.0,0.0,0.75,0.75,91.8,5,5
Synergy_type_P-N,other,0.2861271560910509,0.2861271560910509,0.03684206166203214,0.03684206166203214,1.0,0.0,0.6666666666666666,0.6666666666666666,86.4,5,5
main_morgan_r2_14,molecular_fingerprint,0.28424754151877957,0.28424754151877957,-0.021900723289826635,-0.021900723289826635,1.0,0.0,1.0,0.0,119.0,5,5
main_morgan_r2_58,molecular_fingerprint,0.28374167910226,0.28374167910226,0.09599809435240204,0.09599809435240204,1.0,0.0,0.5,0.5,95.8,5,5
main_morgan_r2_40,molecular_fingerprint,0.2812376095434194,0.2812376095434194,-0.029333703548677613,-0.029333703548677613,1.0,0.0,0.5,0.5,137.4,5,5
main_morgan_r2_50,molecular_fingerprint,0.26566753169020674,0.26566753169020674,0.026576445448531376,0.026576445448531376,1.0,0.0,0.6666666666666666,0.6666666666666666,116.2,5,5
main_morgan_r2_38,molecular_fingerprint,0.2646506070424198,0.2646506070424198,0.0037637880796963117,0.0037637880796963117,1.0,0.0,0.5,0.5,136.8,5,5
Preparation_Method_DOPO-based (Co-curing),molecular_descriptor,0.25824766025731444,0.25824766025731444,0.004091402035995595,0.004091402035995595,1.0,0.0,0.6666666666666666,0.6666666666666666,92.4,5,5
main_morgan_r2_63,molecular_fingerprint,0.2563695753872313,0.2563695753872313,-0.05602862919180836,-0.05602862919180836,1.0,0.0,1.0,0.0,113.0,5,5
main_morgan_r2_78,molecular_fingerprint,0.2463433528895019,0.2463433528895019,-0.05726876214621115,-0.05726876214621115,1.0,0.0,0.75,0.25,104.2,5,5
main_morgan_r2_111,molecular_fingerprint,0.23981068509261777,0.23981068509261777,-0.013978306504915022,-0.013978306504915022,1.0,0.0,0.6,0.6,82.4,5,5
curing_FractionCSP3,molecular_descriptor,0.23514776740662527,0.23514776740662527,-0.035064514688384306,-0.035064514688384306,1.0,0.0,1.0,0.0,166.2,5,5
N/P_ratio_sq,elemental_composition,0.23401976940551927,0.23401976940551927,0.08652151494961727,0.08652151494961727,1.0,0.0,0.75,0.75,87.4,5,5
main_morgan_r2_114,molecular_fingerprint,0.23012067723366295,0.23012067723366295,0.0022485346229406456,0.0022485346229406456,1.0,0.0,0.6666666666666666,0.3333333333333333,123.0,5,5
main_morgan_r2_1,molecular_fingerprint,0.2259414156617411,0.2259414156617411,-0.05390893734132446,-0.05390893734132446,1.0,0.0,1.0,0.0,117.6,5,5
main_morgan_r2_90,molecular_fingerprint,0.2199570447351326,0.2199570447351326,-0.08708763907319887,-0.08708763907319887,1.0,0.0,1.0,0.0,121.0,5,5
main_morgan_r2_61,molecular_fingerprint,0.2054370549598803,0.2054370549598803,-0.017925213469808982,-0.017925213469808982,1.0,0.0,0.6,0.4,90.8,5,5
main_morgan_r2_46,molecular_fingerprint,0.20506425081280977,0.20506425081280977,-0.14152174967107006,-0.14152174967107006,1.0,0.0,0.6666666666666666,0.3333333333333333,135.4,5,5
B_content_wt%_sqrt,elemental_composition,0.20431039046589267,0.20431039046589267,-0.0948876715480109,-0.0948876715480109,1.0,0.0,0.75,0.25,108.6,5,5
main_morgan_r2_41,molecular_fingerprint,0.19927094178305302,0.19927094178305302,0.06144006512448611,0.06144006512448611,1.0,0.0,0.6666666666666666,0.3333333333333333,130.2,5,5
main_morgan_r2_30,molecular_fingerprint,0.1938888073409864,0.1938888073409864,-0.0825352367128513,-0.0825352367128513,1.0,0.0,0.5,0.5,141.2,5,5
Preparation_Method_DOPO-based (reactive),curing_and_preparation,0.18985607001607646,0.18985607001607646,-0.020138406609457742,-0.020138406609457742,1.0,0.0,0.5,0.5,90.2,5,5
Si_content wt%,elemental_composition,0.1724919467648249,0.1724919467648249,0.0276570571929182,0.0276570571929182,1.0,0.0,0.6666666666666666,0.3333333333333333,101.0,5,5
